id,YEAR,DATE,state_name,state_code,district_name,district_code,registeration_circles,tampering_computer_source_documents,computer_related_offences,cyber_terrorism,pub_of_sexually_exp_act_elec_form,intrcptn_montr_decryp_info,unauthorized_access_to_protected_computer_system,abetment_to_commit_offences,attempt_to_commit_offences,other_sections_of_it_act,abetment_of_suicide_online,cyber_stalking_bullying_of_women_or_children,data_theft,fraud,cheating,forgery,defamation_or_morphing,fake_profile,counterfeiting,cyber_blackmailing_threatening,fake_news_on_social_media,other_offences,gambling_act,lotteries_act,copy_right_act,trade_marks_act,other_sll_crimes,total_cyber_crimes
1891,2019,01-01-2019,Gujarat,24,Dohad,445,Dahod,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1892,2019,01-01-2019,Gujarat,24,Dang,444,Dang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,2019,01-01-2019,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5
1894,2019,01-01-2019,Gujarat,24,Gandhinagar,446,Gandhinagar,0,2,0,4,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,17
1895,2019,01-01-2019,Gujarat,24,Gir Somnath,675,Gir Somnath,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,6,0,0,0,0,0,11
1896,2019,01-01-2019,Gujarat,24,Jamnagar,447,Jamnagar,0,0,0,1,0,0,0,1,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,10
1897,2019,01-01-2019,Gujarat,24,Junagadh,448,Junagadh,0,11,0,8,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,0,0,31
1898,2019,01-01-2019,Gujarat,24,Kachchh,449,Kachchh East(G),0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1899,2019,01-01-2019,Gujarat,24,Kachchh,449,Kachchh West(B),0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,15
1900,2019,01-01-2019,Gujarat,24,Kheda,450,Kheda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
1901,2019,01-01-2019,Gujarat,24,Mahisagar,669,Mahisagar,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1902,2019,01-01-2019,Gujarat,24,Mahesana,451,Mehsana,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1903,2019,01-01-2019,Gujarat,24,Morbi,673,Morbi,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,6
1904,2019,01-01-2019,Gujarat,24,Narmada,452,Narmada,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1905,2019,01-01-2019,Gujarat,24,Navsari,453,Navsari,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1,14
1906,2019,01-01-2019,Gujarat,24,Panch Mahals,454,Panchmahal,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1907,2019,01-01-2019,Gujarat,24,Patan,455,Patan,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,0,0,0,8
1908,2019,01-01-2019,Gujarat,24,Porbandar,456,Porbandar,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1909,2019,01-01-2019,Gujarat,24,Rajkot,457,Rajkot City,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,12
1910,2019,01-01-2019,Gujarat,24,Rajkot,457,Rajkot Rural,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1911,2019,01-01-2019,Gujarat,24,Sabar Kantha,458,Sabar Kantha,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,13
1912,2019,01-01-2019,Gujarat,24,Surat,459,Surat City,0,141,0,2,0,0,0,0,0,0,1,3,0,47,0,0,0,0,0,0,34,0,0,0,0,0,228
1913,2019,01-01-2019,Gujarat,24,Surat,459,Surat Rural,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
1914,2019,01-01-2019,Gujarat,24,Surendranagar,460,Surendranagar,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,9
1915,2019,01-01-2019,Gujarat,24,Tapi,641,Tapi,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
1916,2019,01-01-2019,Gujarat,24,Vadodara,461,Vadodara City,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1917,2019,01-01-2019,Gujarat,24,Vadodara,461,Vadodara Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,11
1918,2019,01-01-2019,Gujarat,24,Valsad,462,Valsad,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,10
1919,2019,01-01-2019,Gujarat,24,Ahmadabad,438,Western Railway Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,2019,01-01-2019,Gujarat,24,Vadodara,461,Western Railway Vadodara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,2019,01-01-2019,Haryana,6,Ambala,58,Ambala,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1922,2019,01-01-2019,Haryana,6,Bhiwani,59,Bhiwani,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1923,2019,01-01-2019,Haryana,6,Faridabad,60,Faridabad,0,19,0,10,0,0,0,0,2,0,6,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,47
1924,2019,01-01-2019,Haryana,6,Fatehabad,61,Fatehabad,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1925,2019,01-01-2019,Haryana,6,Ambala,58,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,2019,01-01-2019,Haryana,6,Gurugram,62,Gurugram,0,125,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
1927,2019,01-01-2019,Haryana,6,Hisar,63,Hisar,0,2,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,28
1928,2019,01-01-2019,Haryana,6,Jhajjar,64,Jhajjar,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1929,2019,01-01-2019,Haryana,6,Jind,65,Jind,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1930,2019,01-01-2019,Haryana,6,Kaithal,66,Kaithal,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,14
1931,2019,01-01-2019,Haryana,6,Karnal,67,Karnal,0,6,0,13,0,0,0,0,0,0,46,0,41,0,0,0,0,1,1,0,0,0,0,0,0,0,108
1932,2019,01-01-2019,Haryana,6,Kurukshetra,68,Kurukshetra,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1933,2019,01-01-2019,Haryana,6,Mahendragarh,69,Mahendragarh,0,1,0,5,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,71
1934,2019,01-01-2019,Haryana,6,Nuh,604,Nuh,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
1935,2019,01-01-2019,Haryana,6,Palwal,619,Palwal,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1936,2019,01-01-2019,Haryana,6,Panchkula,70,Panchkula,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1937,2019,01-01-2019,Haryana,6,Panipat,71,Panipat,0,6,0,6,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,18
1938,2019,01-01-2019,Haryana,6,Rewari,72,Rewari,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1939,2019,01-01-2019,Haryana,6,Rohtak,73,Rohtak,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1940,2019,01-01-2019,Haryana,6,Sirsa,74,Sirsa,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1941,2019,01-01-2019,Haryana,6,Sonipat,75,Sonipat,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1942,2019,01-01-2019,Haryana,6,Yamunanagar,76,Yamunanagar,0,5,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1943,2019,01-01-2019,Haryana,6,Gurugram,62,Irrigation And Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,2019,01-01-2019,Haryana,6,Charki Dadri,701,Charkhi Dadri,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1945,2019,01-01-2019,Haryana,6,Hisar,63,Hansi,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1946,2019,01-01-2019,Himachal Pradesh,2,Solan,25,Baddi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1947,2019,01-01-2019,Himachal Pradesh,2,Bilaspur,15,Bilaspur,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1948,2019,01-01-2019,Himachal Pradesh,2,Chamba,16,Chamba,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1949,2019,01-01-2019,Himachal Pradesh,2,Shimla,23,CID,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,2019,01-01-2019,Himachal Pradesh,2,Shimla,23,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,2019,01-01-2019,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1952,2019,01-01-2019,Himachal Pradesh,2,Kangra,18,Kangra,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1953,2019,01-01-2019,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,2019,01-01-2019,Himachal Pradesh,2,Kullu,20,Kullu,0,1,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1955,2019,01-01-2019,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul And Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,2019,01-01-2019,Himachal Pradesh,2,Mandi,22,Mandi,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1957,2019,01-01-2019,Himachal Pradesh,2,Shimla,23,Shimla,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1958,2019,01-01-2019,Himachal Pradesh,2,Sirmaur,24,Sirmaur,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1959,2019,01-01-2019,Himachal Pradesh,2,Solan,25,Solan,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1960,2019,01-01-2019,Himachal Pradesh,2,Una,26,Una,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1961,2019,01-01-2019,Himachal Pradesh,2,Shimla,23,Cyber,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1962,2019,01-01-2019,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1963,2019,01-01-2019,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,2019,01-01-2019,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,2019,01-01-2019,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,2019,01-01-2019,Jammu And Kashmir,1,Budgam,2,Budgam,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1967,2019,01-01-2019,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1968,2019,01-01-2019,Jammu And Kashmir,1,Srinagar,13,Crime Srinagar,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1969,2019,01-01-2019,Jammu And Kashmir,1,Doda,4,Doda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1970,2019,01-01-2019,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,2019,01-01-2019,Jammu And Kashmir,1,Kupwara,8,Handwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,2019,01-01-2019,Jammu And Kashmir,1,Jammu,5,Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23
1973,2019,01-01-2019,Ladakh,37,Kargil,6,Kargil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,2019,01-01-2019,Jammu And Kashmir,1,Kathua,7,Kathua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,2019,01-01-2019,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,2019,01-01-2019,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,2019,01-01-2019,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,2019,01-01-2019,Ladakh,37,Leh Ladakh,9,Leh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,2019,01-01-2019,Jammu And Kashmir,1,Poonch,10,Poonch,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1980,2019,01-01-2019,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,2019,01-01-2019,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,2019,01-01-2019,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,2019,01-01-2019,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2019,01-01-2019,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,7
1985,2019,01-01-2019,Jammu And Kashmir,1,Ramban,621,Ramban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1986,2019,01-01-2019,Jammu And Kashmir,1,Reasi,627,Reasi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,2019,01-01-2019,Jammu And Kashmir,1,Samba,624,Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,2019,01-01-2019,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
1989,2019,01-01-2019,Jammu And Kashmir,1,Baramulla,3,Sopore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,2019,01-01-2019,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
1991,2019,01-01-2019,Jammu And Kashmir,1,Udhampur,14,Udhampur,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1992,2019,01-01-2019,Jharkhand,20,Bokaro,322,Bokaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,2019,01-01-2019,Jharkhand,20,Chatra,323,Chaibasa,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1994,2019,01-01-2019,Jharkhand,20,Chatra,323,Chatra,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1995,2019,01-01-2019,Jharkhand,20,Deoghar,324,Deoghar,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
1996,2019,01-01-2019,Jharkhand,20,Dhanbad,325,Dhanbad,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
1997,2019,01-01-2019,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2019,01-01-2019,Jharkhand,20,Dumka,326,Dumka,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1999,2019,01-01-2019,Jharkhand,20,Garhwa,328,Garhwa,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2000,2019,01-01-2019,Jharkhand,20,Giridih,329,Giridih,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2001,2019,01-01-2019,Jharkhand,20,Godda,330,Godda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2019,01-01-2019,Jharkhand,20,Gumla,331,Gumla,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,0,0,0,0,0,0,0,44
2003,2019,01-01-2019,Jharkhand,20,Hazaribagh,332,Hazaribagh,0,84,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,93
2004,2019,01-01-2019,Jharkhand,20,East Singhbum,327,Jamshedpur,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2005,2019,01-01-2019,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2019,01-01-2019,Jharkhand,20,Jamtara,333,Jamtara,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,72
2007,2019,01-01-2019,Jharkhand,20,Khunti,606,Khunti,0,10,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2008,2019,01-01-2019,Jharkhand,20,Koderma,334,Koderma,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2009,2019,01-01-2019,Jharkhand,20,Latehar,335,Latehar,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2010,2019,01-01-2019,Jharkhand,20,Lohardaga,336,Lohardaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2019,01-01-2019,Jharkhand,20,Pakur,337,Pakur,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2012,2019,01-01-2019,Jharkhand,20,Palamu,338,Palamu,0,44,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2013,2019,01-01-2019,Jharkhand,20,Ramgarh,607,Ramgarh,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2014,2019,01-01-2019,Jharkhand,20,Ranchi,339,Ranchi,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,251
2015,2019,01-01-2019,Jharkhand,20,Sahebganj,340,Sahebganj,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2016,2019,01-01-2019,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2017,2019,01-01-2019,Jharkhand,20,Simdega,342,Simdega,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2018,2019,01-01-2019,Karnataka,29,Bagalkote,524,Bagalkote,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2019,2019,01-01-2019,Karnataka,29,Bengaluru Urban,525,Bengaluru City,10,10324,0,216,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10555
2020,2019,01-01-2019,Karnataka,29,Bengaluru Rural,526,Bengaluru District,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2021,2019,01-01-2019,Karnataka,29,Belagavi,527,Belagavi District,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2022,2019,01-01-2019,Karnataka,29,Ballari,528,Ballari,3,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2023,2019,01-01-2019,Karnataka,29,Bidar,529,Bidar,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2024,2019,01-01-2019,Karnataka,29,Vijayapura,530,Vijayapura,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2025,2019,01-01-2019,Karnataka,29,Chikkaballapura,630,Chikkaballapura,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2026,2019,01-01-2019,Karnataka,29,Chamarajanagara,531,Chamarajanagar,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2027,2019,01-01-2019,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2028,2019,01-01-2019,Karnataka,29,Chitradurga,533,Chitradurga,0,19,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2029,2019,01-01-2019,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2030,2019,01-01-2019,Karnataka,29,Davangere,535,Davangere,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2031,2019,01-01-2019,Karnataka,29,Dharwad,536,Dharwad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,2019,01-01-2019,Karnataka,29,Gadag,537,Gadag,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2033,2019,01-01-2019,Karnataka,29,Kalaburagi,538,Kalaburgi,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2034,2019,01-01-2019,Karnataka,29,Hassan,539,Hassan,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2035,2019,01-01-2019,Karnataka,29,Haveri,540,Haveri,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2036,2019,01-01-2019,Karnataka,29,Dharwad,536,Hubballi Dharwad City,0,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2037,2019,01-01-2019,Karnataka,29,Belagavi,527,K.G.F.,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2038,2019,01-01-2019,Karnataka,29,Kodagu,541,Kodagu,0,60,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2039,2019,01-01-2019,Karnataka,29,Kolar,542,Kolar,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
2040,2019,01-01-2019,Karnataka,29,Koppal,543,Koppal,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
